entry_id,ticket_ref_id,source_field,text_content,sentiment,resolution_time_minutes
824,INC18403,comments,Reset password for Jack Flores and provided temporary one.,Neutral,721
825,INC18403,comments,Attempted remote connection to user's machine. Failed.,Neutral,721
826,INC18403,comments,Is anyone working on this??,Negative,721
827,INC18403,resolution_notes,Finally working again after restart. Thanks!,Positive,721
828,INC18404,short_description,VPN Client Down,Negative,342
829,INC18404,description,This is unacceptable performance for Internal Portal.,Negative,342
830,INC18404,resolution_notes,Confirmed fix is working. Closing the ticket.,Positive,342
831,INC18405,short_description,Urgent: HR System Access Issue,Negative,567
832,INC18405,description,Frustrated with the constant issues with the keyboard.,Negative,567
833,INC18405,comments,Is there any further information needed from my side?,Neutral,567
834,INC18405,resolution_notes,User Leslie Stewart confirmed resolution.,Positive,567
835,REQ51256,short_description,Software Installation HR System,Neutral,2582
836,REQ51256,description,Password reset required for Anna Young's account.,Neutral,2582
837,REQ51256,comments,Reset password for Justin Brown and provided temporary one.,Neutral,2582
838,REQ51256,resolution_notes,Access granted to Finance Tool. User notified.,Neutral,2582
839,INC18406,short_description,Network Slow in Gonzalesmouth,Negative,427
840,INC18406,description,Still waiting for an update on my issue from yesterday.,Negative,427
841,INC18406,comments,Ordered replacement desk phone. ETA 2 days.,Neutral,427
842,INC18406,comments,Assigned ticket to Network Team.,Neutral,427
843,INC18406,resolution_notes,Issue resolved quickly. Appreciate the help from Network Team.,Positive,427
844,REQ51257,short_description,Software Installation Finance Tool,Neutral,2476
845,REQ51257,description,VM provisioning request based on template 'Standard VM Template'.,Neutral,2476
846,REQ51257,resolution_notes,User Nicholas Kim confirmed resolution.,Positive,2476
847,INC18407,short_description,Connectivity Error,Neutral,1016
848,INC18407,description,This is unacceptable performance for SAP.,Negative,1016
849,INC18407,comments,Applied configuration change as per documentation.,Neutral,1016
850,INC18407,resolution_notes,Issue resolved quickly. Appreciate the help from Security Ops.,Positive,1016
851,REQ51258,short_description,Information Request,Neutral,4176
852,REQ51258,description,Following up on previous ticket INC12803.,Neutral,4176
853,REQ51258,resolution_notes,Network configuration corrected by Security Ops.,Neutral,4176
854,INC18408,short_description,Cannot Login to Teams,Negative,379
855,INC18408,description,Still waiting for an update on my issue from yesterday.,Negative,379
856,INC18408,comments,Ordered replacement printer. ETA 2 days.,Neutral,379
857,INC18408,resolution_notes,Great job on resolving the outage so fast!,Positive,379
858,REQ51259,short_description,New keyboard Request,Neutral,2808
859,REQ51259,description,User Michael Mcguire reporting issue with keyboard at Lake David.,Neutral,2808
860,REQ51259,comments,Applied configuration change as per documentation.,Neutral,2808
861,REQ51259,resolution_notes,Thanks! Internal Portal is working perfectly now.,Positive,2808
862,INC18409,short_description,docking station Broken,Negative,753
863,INC18409,description,System crash on APP-BOX-95. Lost work. Please investigate immediately.,Negative,753
864,INC18409,comments,Can you please provide an estimated resolution time?,Neutral,753
865,INC18409,resolution_notes,The new desk phone works great. Setup was smooth.,Positive,753
866,REQ51260,short_description,Password Reset,Neutral,3849
867,REQ51260,description,Need standard keyboard for employee starting next week.,Neutral,3849
868,REQ51260,resolution_notes,Software installed and verified with user.,Neutral,3849
869,REQ51261,short_description,New laptop Request,Neutral,3484
870,REQ51261,description,Following up on previous ticket INC12145.,Neutral,3484
871,REQ51261,comments,Any update on this request?,Neutral,3484
872,REQ51261,resolution_notes,Provided user with documentation link. Closing ticket.,Neutral,3484
873,INC18410,short_description,Issue with monitor,Neutral,642
874,INC18410,description,Frustrated with the constant issues with the docking station.,Negative,642
875,INC18410,comments,Following up as requested.,Neutral,642
876,INC18410,comments,Investigating network latency between South Jack and DC.,Neutral,642
877,INC18410,resolution_notes,Issue resolved quickly. Appreciate the help from Security Ops.,Positive,642
878,INC18411,short_description,printer Broken,Negative,485
879,INC18411,description,Finance Tool is extremely slow today. Taking minutes to load.,Negative,485
880,INC18411,comments,Escalating issue to Tier 3 support / App Support Team.,Neutral,485
881,INC18411,comments,Is there any further information needed from my side?,Neutral,485
882,INC18411,resolution_notes,The new docking station works great. Setup was smooth.,Positive,485
883,REQ51262,short_description,New printer Request,Neutral,647
884,REQ51262,description,Inquiry about the status of upgrade project 'Transition B2C Communities'.,Neutral,647
885,REQ51262,resolution_notes,Problem solved after the steps you provided.,Positive,647
886,INC18412,short_description,SAP Down,Negative,1378
887,INC18412,description,System crash on WEB-INSTEAD-39. Lost work. Please investigate immediately.,Negative,1378
888,INC18412,comments,Following up as requested.,Neutral,1378
889,INC18412,comments,Reset password for Christina Keller and provided temporary one.,Neutral,1378
890,INC18412,comments,Attempted remote connection to user's machine. Failed.,Neutral,1378
891,INC18412,resolution_notes,"Excellent support, problem fixed.",Positive,1378
892,REQ51263,short_description,Password Reset,Neutral,2942
893,REQ51263,description,Password reset required for Mrs. Brenda Curtis DDS's account.,Neutral,2942
894,REQ51263,resolution_notes,Finally working again after restart. Thanks!,Positive,2942
895,INC18413,short_description,Connectivity Error,Neutral,852
896,INC18413,description,Cannot login to VPN Client. Getting error C2821. Urgent!,Negative,852
897,INC18413,resolution_notes,Confirmed fix is working. Closing the ticket.,Positive,852
898,INC18414,short_description,Network Slow in South Brenda,Negative,962
899,INC18414,description,Frustrated with the constant issues with the printer.,Negative,962
900,INC18414,comments,Is there any further information needed from my side?,Neutral,962
901,INC18414,comments,Reset password for Jennifer Jacobson and provided temporary one.,Neutral,962
902,INC18414,comments,Reset password for Samuel Perez and provided temporary one.,Neutral,962
903,INC18414,resolution_notes,Confirmed fix is working. Closing the ticket.,Positive,962
904,REQ51264,short_description,New docking station Request,Neutral,1348
905,REQ51264,description,Password reset required for Ashley Thomas's account.,Neutral,1348
906,REQ51264,resolution_notes,Great job on resolving the outage so fast!,Positive,1348
907,INC18415,short_description,desk phone Broken,Negative,137
908,INC18415,description,The provided solution did not work. Problem persists.,Negative,137
909,INC18415,comments,Ordered replacement docking station. ETA 2 days.,Neutral,137
910,INC18415,comments,This impacts deadline 2025-04-12. Need resolution!,Negative,137
911,INC18415,comments,No progress reported yet.,Negative,137
912,INC18415,resolution_notes,Finally working again after restart. Thanks!,Positive,137
913,INC18416,short_description,Connectivity Error,Neutral,174
914,INC18416,description,System crash on APP-SEE-55. Lost work. Please investigate immediately.,Negative,174
915,INC18416,resolution_notes,Finally working again after restart. Thanks!,Positive,174
916,INC18417,short_description,Teams Down,Negative,1082
917,INC18417,description,Error C8981 when trying to access the shared drive.,Negative,1082
918,INC18417,resolution_notes,Issue resolved quickly. Appreciate the help from Help Desk.,Positive,1082
919,INC18418,short_description,Network Slow in West Sydney,Negative,573
920,INC18418,description,Error W9770 when trying to access the shared drive.,Negative,573
921,INC18418,resolution_notes,Access granted. Thank you for the prompt response.,Positive,573
922,INC18419,short_description,Cannot Login to VPN Client,Negative,441
923,INC18419,description,My mouse is broken. Need a replacement ASAP.,Negative,441
924,INC18419,resolution_notes,Finally working again after restart. Thanks!,Positive,441
925,REQ51265,short_description,Request for HR System Access,Neutral,1245
926,REQ51265,description,Following up on previous ticket INC13768.,Neutral,1245
927,REQ51265,resolution_notes,Resolved by restarting the Internal Portal service on DB-RESPONSIBILITY-17.,Neutral,1245
928,REQ51266,short_description,New mouse Request,Neutral,4060
929,REQ51266,description,Requesting information on how to configure MFA.,Neutral,4060
930,REQ51266,resolution_notes,Thanks! Teams is working perfectly now.,Positive,4060
931,INC18420,short_description,Issue with laptop,Neutral,310
932,INC18420,description,Still waiting for an update on my issue from yesterday.,Negative,310
933,INC18420,resolution_notes,Issue resolved quickly. Appreciate the help from App Support Team.,Positive,310
934,REQ51267,short_description,Software Installation SAP,Neutral,1862
935,REQ51267,description,Submitting request for software license for Finance Tool.,Neutral,1862
936,REQ51267,comments,Gathering more information from user Russell Stewart.,Neutral,1862
937,REQ51267,resolution_notes,Closed per user request.,Neutral,1862
938,INC18421,short_description,HR System Down,Negative,598
939,INC18421,description,System crash on APP-THEM-21. Lost work. Please investigate immediately.,Negative,598
940,INC18421,comments,Reset password for George Williams and provided temporary one.,Neutral,598
941,INC18421,resolution_notes,Confirmed fix is working. Closing the ticket.,Positive,598
942,REQ51268,short_description,Information Request,Neutral,996
943,REQ51268,description,Submitting request for software license for Teams.,Neutral,996
944,REQ51268,resolution_notes,Access granted to SAP. User notified.,Neutral,996
945,REQ51269,short_description,Information Request,Neutral,3124
946,REQ51269,description,Inquiry about the status of upgrade project 'Harness Bricks-And-Clicks Niches'.,Neutral,3124
947,REQ51269,resolution_notes,Root cause identified as enhance world-class interfaces. Permanent fix tracked in PRB4630.,Neutral,3124
948,REQ51270,short_description,New printer Request,Neutral,1772
949,REQ51270,description,Requesting information on how to configure MFA.,Neutral,1772
950,REQ51270,resolution_notes,Network configuration corrected by Security Ops.,Neutral,1772
951,INC18422,short_description,Cannot Login to SAP,Negative,1033
952,INC18422,description,Still waiting for an update on my issue from yesterday.,Negative,1033
953,INC18422,resolution_notes,Thanks! HR System is working perfectly now.,Positive,1033
954,REQ51271,short_description,Request for Finance Tool Access,Neutral,814
955,REQ51271,description,Inquiry about the status of upgrade project 'Whiteboard Cross-Platform Initiatives'.,Neutral,814
956,REQ51271,resolution_notes,The new monitor works great. Setup was smooth.,Positive,814
957,REQ51272,short_description,Information Request,Neutral,3962
958,REQ51272,description,Requesting access to Finance Tool for new user Michael Mays.,Neutral,3962
959,REQ51272,resolution_notes,Password reset completed. User able to login.,Neutral,3962
960,INC18423,short_description,Network Slow in Phillipburgh,Negative,1431
961,INC18423,description,Cannot login to Outlook. Getting error C818. Urgent!,Negative,1431
962,INC18423,comments,Investigating network latency between Patriciachester and DC.,Neutral,1431
963,INC18423,comments,Can you please provide an estimated resolution time?,Neutral,1431
964,INC18423,resolution_notes,Great job on resolving the outage so fast!,Positive,1431
965,INC18424,short_description,Login Problem Teams,Neutral,429
966,INC18424,description,HR System is extremely slow today. Taking minutes to load.,Negative,429
967,INC18424,resolution_notes,Finally working again after restart. Thanks!,Positive,429
968,INC18425,short_description,Urgent: Outlook Access Issue,Negative,364
969,INC18425,description,Error C5392 when trying to access the shared drive.,Negative,364
970,INC18425,resolution_notes,User Susan Martinez confirmed resolution.,Positive,364
971,REQ51273,short_description,New monitor Request,Neutral,550
972,REQ51273,description,Following up on previous ticket INC17811.,Neutral,550
973,REQ51273,resolution_notes,User Joseph Bishop confirmed issue resolved after clearing cache.,Neutral,550
974,REQ51274,short_description,New monitor Request,Neutral,2806
975,REQ51274,description,Need standard monitor for employee starting next week.,Neutral,2806
976,REQ51274,resolution_notes,Software installed and verified with user.,Neutral,2806
977,REQ51275,short_description,Information Request,Neutral,2010
978,REQ51275,description,Password reset required for David Parker's account.,Neutral,2010
979,REQ51275,resolution_notes,The new docking station works great. Setup was smooth.,Positive,2010
980,INC18426,short_description,mouse Broken,Negative,823
981,INC18426,description,Frustrated with the constant issues with the laptop.,Negative,823
982,INC18426,comments,Gathering more information from user Savannah Norman.,Neutral,823
983,INC18426,comments,No progress reported yet.,Negative,823
984,INC18426,resolution_notes,Provided user with documentation link. Closing ticket.,Neutral,823
985,INC18427,short_description,Urgent: Outlook Access Issue,Negative,194
986,INC18427,description,Cannot login to VPN Client. Getting error W8554. Urgent!,Negative,194
987,INC18427,resolution_notes,The new mouse works great. Setup was smooth.,Positive,194
988,REQ51276,short_description,New mouse Request,Neutral,562
989,REQ51276,description,Requesting information on how to configure MFA.,Neutral,562
990,REQ51276,comments,Gathering more information from user Nicole Thompson.,Neutral,562
991,REQ51276,resolution_notes,The new laptop works great. Setup was smooth.,Positive,562
992,INC18428,short_description,Network Slow in Jamesborough,Negative,427
993,INC18428,description,Salesforce is extremely slow today. Taking minutes to load.,Negative,427
994,INC18428,resolution_notes,User Teresa Huynh confirmed resolution.,Positive,427
995,INC18429,short_description,Cannot Login to Outlook,Negative,1092
996,INC18429,description,Error C5849 when trying to access the shared drive.,Negative,1092
997,INC18429,comments,Is there any further information needed from my side?,Neutral,1092
998,INC18429,comments,Monitoring system performance after patch deployment.,Neutral,1092
999,INC18429,resolution_notes,"Excellent support, problem fixed.",Positive,1092
1000,INC18430,short_description,Cannot Login to Finance Tool,Negative,1160
